,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,address,latitude,longitude
9415,624A,TAMPINES AVE 12,15,2021,Y,N,N,N,N,N,52,624A TAMPINES AVE 12,1.361911165,103.9407652
9417,624B,JURONG WEST ST 61,1,1999,N,N,N,N,N,Y,0,624B JURONG WEST ST 61,1.340727867,103.6984408
9419,624B,TAMPINES AVE 12,15,2021,Y,N,N,N,N,N,97,624B TAMPINES AVE 12,1.362081928,103.9414606
9426,625,ELIAS RD,2,1995,N,Y,N,Y,N,N,0,625 ELIAS RD,1.37860239,103.9419782
9431,625A,CHOA CHU KANG ST 62,6,1996,N,N,N,N,Y,N,0,625A CHOA CHU KANG ST 62,1.398409465,103.7467372
9432,625A,SENJA RD,6,2002,N,N,N,N,Y,N,0,625A SENJA RD,1.386337352,103.7607845
9433,625A,TAMPINES ST 61,15,2021,Y,N,N,N,N,N,52,625A TAMPINES ST 61,1.362161952,103.9400564
9435,625B,SENJA RD,1,2003,N,N,N,N,N,Y,0,625B SENJA RD,1.386127692,103.7602833
9436,625B,TAMPINES ST 61,15,2021,Y,Y,N,N,N,N,110,625B TAMPINES ST 61,1.36248281,103.940681
9438,626,ANG MO KIO AVE 4,11,1979,Y,N,N,N,N,N,240,626 ANG MO KIO AVE 4,1.381099583,103.8399646
9448,626A,TAMPINES ST 61,15,2021,Y,N,N,N,N,N,104,626A TAMPINES ST 61,1.362697378,103.9401315
9449,626A,WOODLANDS DR 52,5,1997,N,Y,N,N,Y,N,0,626A WOODLANDS DR 52,1.434097994,103.8001313
9460,627A,JURONG WEST ST 65,1,1999,N,N,N,N,N,Y,0,627A JURONG WEST ST 65,1.341643466,103.6989542
9461,627A,TAMPINES ST 61,16,2021,Y,N,N,N,N,N,90,627A TAMPINES ST 61,1.363241561,103.9401616
9462,627B,TAMPINES ST 61,16,2021,Y,N,N,N,N,N,98,627B TAMPINES ST 61,1.363609327,103.9399424
9463,628,ANG MO KIO AVE 4,1,2010,N,N,Y,N,N,N,0,628 ANG MO KIO AVE 4,1.380987617,103.8406281
9469,628,SENJA RD,1,2003,N,Y,N,N,N,N,0,628 SENJA RD,1.385096025,103.7602184
9471,628A,BT BATOK CTRL,6,1996,N,N,N,N,Y,N,0,628A BT BATOK CTRL,1.350945372,103.7499446
9472,628A,PASIR RIS DR 3,1,1994,N,N,N,N,N,Y,0,628A PASIR RIS DR 3,1.378740856,103.9411689
9483,629A,JURONG WEST ST 65,5,1999,N,N,N,N,Y,N,0,629A JURONG WEST ST 65,1.343000958,103.6995093
9484,629A,SENJA RD,6,2002,N,N,N,N,Y,N,0,629A SENJA RD,1.385977535,103.7589631
9485,629B,SENJA RD,1,2003,N,N,N,N,N,Y,0,629B SENJA RD,1.386038924,103.759387
9491,63,LOR 5 TOA PAYOH,12,1966,Y,N,N,Y,N,N,237,63 LOR 5 TOA PAYOH,1.336152182,103.8520295
9494,63,SENG POH LANE,1,1937,N,Y,N,N,N,N,0,63 SENG POH LANE,1.283882676,103.8335162
9498,63,YUNG KUANG RD,21,1973,Y,Y,N,N,N,N,114,63 YUNG KUANG RD,1.332059386,103.7224529
9500,63A,TEBAN GDNS RD,5,2001,N,N,N,N,Y,N,0,63A TEBAN GDNS RD,1.321173097,103.7389324
9503,630,BEDOK RESERVOIR RD,1,2006,N,Y,Y,N,N,N,0,630 BEDOK RESERVOIR RD,1.332826787,103.914308
9504,630,BT BATOK CTRL,3,1990,N,Y,N,Y,N,N,0,630 BT BATOK CTRL,1.350039844,103.7499638
9511,630A,WOODLANDS RING RD,5,1998,N,Y,N,N,Y,N,0,630A WOODLANDS RING RD,1.435094476,103.8011964
9514,631,BT BATOK CTRL,5,1989,N,N,N,N,Y,N,0,631 BT BATOK CTRL,1.34971948,103.7509687
9522,631A,JURONG WEST ST 65,1,2000,N,N,N,N,N,Y,0,631A JURONG WEST ST 65,1.343384813,103.6998259
9523,631A,PASIR RIS DR 3,6,1993,N,N,N,N,Y,N,0,631A PASIR RIS DR 3,1.379367722,103.9402096
9526,632,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,632 BT BATOK CTRL,1.349298958,103.7508306
9531,632,SENJA RD,5,2012,N,N,N,N,Y,N,0,632 SENJA RD,1.384707041,103.7587482
9535,632A,ANG MO KIO AVE 4,1,1980,N,Y,N,N,N,N,0,632A ANG MO KIO AVE 4,1.379490648,103.8414826
9536,632A,CHOA CHU KANG NTH 6,1,1998,N,Y,N,N,N,N,0,632A CHOA CHU KANG NTH 6,1.396839524,103.748917
9538,632A,SENJA RD,11,2011,Y,N,N,Y,N,N,163,632A SENJA RD,1.38541446,103.758031
9540,632B,SENJA RD,14,2011,Y,N,N,N,N,N,134,632B SENJA RD,1.384355058,103.7590328
9544,633,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,633 BT BATOK CTRL,1.3491571,103.7511345
9549,633,PUNGGOL DR,1,2006,N,N,N,N,N,N,0,633 PUNGGOL DR,1.400814565,103.9135616
9550,633,SENJA RD,1,2012,N,N,N,N,N,Y,0,633 SENJA RD,1.384928734,103.758913
9554,633A,PASIR RIS DR 3,1,1994,N,N,N,N,N,Y,0,633A PASIR RIS DR 3,1.378025793,103.941079
9557,633A,WOODLANDS RING RD,5,1998,N,N,N,N,Y,N,0,633A WOODLANDS RING RD,1.436255912,103.8020795
9565,634,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,634 BT BATOK CTRL,1.349739626,103.7515313
9570,634,SENJA RD,5,2014,N,N,N,N,Y,N,0,634 SENJA RD,1.386270019,103.7575714
9582,635,PUNGGOL DR,1,2007,N,N,N,N,N,Y,0,635 PUNGGOL DR,1.400956111,103.9134405
9583,635,SENJA RD,1,2016,N,N,N,N,N,Y,0,635 SENJA RD,1.386927488,103.7574992
9587,635A,JURONG WEST ST 65,5,1999,N,N,N,N,Y,N,0,635A JURONG WEST ST 65,1.342413993,103.6987772
9588,635A,PASIR RIS DR 1,6,1993,N,N,N,N,Y,N,0,635A PASIR RIS DR 1,1.377144244,103.9399508
9594,635C,SENJA RD,2,2015,N,Y,N,N,N,N,0,635C SENJA RD,1.386501871,103.7584339
9597,636,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,636 BT BATOK CTRL,1.349632742,103.7518257
9602,636,SENJA RD,5,2014,N,N,N,N,Y,N,0,636 SENJA RD,1.387341815,103.7579703
9606,636A,PASIR RIS DR 1,1,1994,N,N,N,N,N,Y,0,636A PASIR RIS DR 1,1.376517363,103.9409107
9613,636D,SENJA RD,1,2015,N,N,N,N,N,Y,0,636D SENJA RD,1.387415443,103.7593124
9616,637,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,637 BT BATOK CTRL,1.349598105,103.7521471
9624,637A,BEDOK RESERVOIR RD,6,1992,N,N,N,N,Y,N,0,637A BEDOK RESERVOIR RD,1.330554257,103.9043328
9632,638,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,638 BT BATOK CTRL,1.349363453,103.752321
9635,638,JURONG WEST ST 61,4,2004,N,Y,N,Y,N,N,0,638 JURONG WEST ST 61,1.341673319,103.6972445
9637,638,PUNGGOL DR,5,2003,N,N,N,N,Y,N,0,638 PUNGGOL DR,1.399561063,103.915207
9638,638,VEERASAMY RD,4,1985,N,Y,N,N,Y,N,0,638 VEERASAMY RD,1.307233426,103.8553458
9641,638A,JURONG WEST ST 61,4,2004,N,Y,N,N,Y,N,0,638A JURONG WEST ST 61,1.34195861,103.6975931
9642,638A,PASIR RIS DR 1,1,1994,N,N,N,N,N,Y,0,638A PASIR RIS DR 1,1.375800975,103.9408226
9644,638A,WOODLANDS RING RD,1,1998,N,N,N,N,N,Y,0,638A WOODLANDS RING RD,1.436498164,103.8031659
9654,639,PUNGGOL DR,1,2003,N,Y,N,N,N,N,0,639 PUNGGOL DR,1.399461178,103.9160545
9658,639A,WOODLANDS RING RD,5,1997,N,N,N,N,Y,N,0,639A WOODLANDS RING RD,1.437814629,103.8026131
9663,64,LENGKOK BAHRU,2,2000,N,N,N,N,Y,N,0,64 LENGKOK BAHRU,1.289348972,103.8152183
9664,64,LOR 5 TOA PAYOH,12,1966,Y,N,N,N,N,N,239,64 LOR 5 TOA PAYOH,1.33568841,103.8527833
9669,64,TIONG POH RD,3,1937,Y,N,N,N,N,N,24,64 TIONG POH RD,1.283512991,103.8336006
9670,64,YUNG KUANG RD,21,1973,Y,Y,N,N,N,N,114,64 YUNG KUANG RD,1.332373476,103.7224512
9671,64A,C'WEALTH DR,1,2002,N,N,N,N,N,Y,0,64A C'WEALTH DR,1.299170027,103.7968974
9674,640,BT BATOK CTRL,1,1989,N,Y,N,N,N,N,0,640 BT BATOK CTRL,1.34930333,103.7516644
9682,640A,JURONG WEST ST 61,5,1997,N,N,N,N,Y,N,0,640A JURONG WEST ST 61,1.339800303,103.6959884
9683,640A,PUNGGOL DR,1,2003,N,N,N,N,N,Y,0,640A PUNGGOL DR,1.399294114,103.9157293
9685,640B,JURONG WEST ST 61,1,1998,N,N,N,N,N,Y,0,640B JURONG WEST ST 61,1.340021691,103.6959388
9686,640B,PUNGGOL DR,1,2003,N,N,N,N,N,Y,0,640B PUNGGOL DR,1.399131528,103.9159566
9687,641,ANG MO KIO AVE 4,11,1980,Y,N,N,Y,N,N,240,641 ANG MO KIO AVE 4,1.378589408,103.8403297
9689,641,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,641 BT BATOK CTRL,1.348991526,103.7513582
9706,642,PUNGGOL DR,5,2002,N,N,N,N,Y,N,0,642 PUNGGOL DR,1.398722563,103.9163767
9715,643,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,643 BT BATOK CTRL,1.348982752,103.752021
9725,644,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,0,644 BT BATOK CTRL,1.348666809,103.7517903
9729,644,PUNGGOL CTRL,4,2003,N,N,N,N,Y,N,0,644 PUNGGOL CTRL,1.397730754,103.9159258
9732,644A,BT BATOK CTRL,4,1989,N,N,N,N,Y,N,0,644A BT BATOK CTRL,1.348634338,103.7513915
9733,644A,WOODLANDS RING RD,5,1997,N,N,N,N,Y,N,0,644A WOODLANDS RING RD,1.43736971,103.8011437
9734,645,ANG MO KIO AVE 6,12,1980,Y,N,N,Y,N,N,352,645 ANG MO KIO AVE 6,1.379275535,103.8422356
9751,647,ANG MO KIO AVE 6,13,1980,Y,N,N,N,N,N,192,647 ANG MO KIO AVE 6,1.378963722,103.8435399
9759,647A,JLN TENAGA,1,1993,N,N,N,N,N,Y,0,647A JLN TENAGA,1.33149222,103.906033
9760,647A,JURONG WEST ST 61,5,1996,N,N,N,N,Y,N,0,647A JURONG WEST ST 61,1.339842445,103.6968052
9761,647A,PUNGGOL CTRL,1,2003,N,N,N,N,N,Y,0,647A PUNGGOL CTRL,1.398467278,103.9155345
9762,647B,JURONG WEST ST 61,1,1997,N,N,N,N,N,Y,0,647B JURONG WEST ST 61,1.339771445,103.6971391
9766,648,JURONG WEST ST 61,5,1998,N,N,N,N,Y,N,0,648 JURONG WEST ST 61,1.339019592,103.6973522
9777,649,JURONG WEST ST 61,1,1999,N,N,N,N,N,Y,0,649 JURONG WEST ST 61,1.338958929,103.6970324
9781,649A,JLN TENAGA,3,1992,N,N,N,N,Y,N,0,649A JLN TENAGA,1.332032936,103.9063792
9783,649A,PASIR RIS DR 10,6,1993,N,N,N,N,Y,N,0,649A PASIR RIS DR 10,1.378015157,103.9386929
9784,649A,WOODLANDS RING RD,5,1997,N,N,N,N,Y,N,0,649A WOODLANDS RING RD,1.438560144,103.8002288
9786,649B,PASIR RIS DR 10,1,1994,N,N,N,N,N,Y,0,649B PASIR RIS DR 10,1.378155366,103.9385046
9795,65,TIONG POH RD,3,1937,Y,Y,N,N,N,N,23,65 TIONG POH RD,1.283338204,103.8332145
9796,65,YUNG KUANG RD,21,1973,Y,Y,N,N,N,N,114,65 YUNG KUANG RD,1.332373511,103.7229205
9797,65A,CIRCUIT RD,1,1998,N,N,N,N,N,Y,0,65A CIRCUIT RD,1.327226372,103.8869239
9798,65A,KALLANG BAHRU,5,1997,N,N,N,N,Y,N,0,65A KALLANG BAHRU,1.32024481,103.8691175
9799,65A,MARINE DR,4,1994,N,N,N,N,Y,N,0,65A MARINE DR,1.302916139,103.9098578
9803,650,JURONG WEST ST 61,5,1998,N,N,N,N,Y,N,0,650 JURONG WEST ST 61,1.338689378,103.6968474
9805,650,PUNGGOL CTRL,4,2003,N,N,N,N,Y,N,0,650 PUNGGOL CTRL,1.397273555,103.9152606
9814,651,JURONG WEST ST 61,5,2000,N,Y,N,N,Y,N,0,651 JURONG WEST ST 61,1.337118834,103.6971563
9820,651A,JLN TENAGA,5,1994,N,Y,N,N,Y,N,0,651A JLN TENAGA,1.332514561,103.90699
9822,651A,SENJA LINK,6,1999,N,N,N,N,Y,N,0,651A SENJA LINK,1.386491401,103.7639789
9826,652,JURONG WEST ST 61,1,2001,N,N,N,N,N,Y,0,652 JURONG WEST ST 61,1.336402069,103.6970349
9848,654A,SENJA RD,1,2000,N,N,N,N,N,Y,0,654A SENJA RD,1.387555931,103.7642821
9853,655,JURONG WEST ST 61,5,2000,N,N,N,N,Y,Y,0,655 JURONG WEST ST 61,1.335513937,103.6981114
9862,656,JURONG WEST ST 61,1,2001,N,N,N,N,N,Y,0,656 JURONG WEST ST 61,1.335939742,103.7003162
9867,656A,WOODLANDS RING RD,5,1997,N,N,N,N,Y,N,0,656A WOODLANDS RING RD,1.43718986,103.7987196
9874,657,JURONG WEST ST 65,6,1999,N,N,N,N,Y,N,0,657 JURONG WEST ST 65,1.335417189,103.7009171
9882,658,JURONG WEST ST 65,1,2000,N,N,N,N,N,Y,0,658 JURONG WEST ST 65,1.337234543,103.7010936
9883,658,PUNGGOL EAST,1,2017,N,Y,N,N,N,N,0,658 PUNGGOL EAST,1.399911568,103.919354
9887,658A,PUNGGOL EAST,19,2017,Y,N,N,Y,N,N,94,658A PUNGGOL EAST,1.400173611,103.9197204
9889,658B,PUNGGOL EAST,11,2017,Y,N,N,Y,N,N,52,658B PUNGGOL EAST,1.400213711,103.9190488
9891,658C,PUNGGOL EAST,18,2017,Y,N,N,Y,N,N,94,658C PUNGGOL EAST,1.400548604,103.9186476
9896,659,JURONG WEST ST 65,5,1999,N,Y,N,N,Y,N,0,659 JURONG WEST ST 65,1.33723219,103.7021345
9897,659,PUNGGOL EAST,7,2017,N,N,N,N,Y,N,0,659 PUNGGOL EAST,1.401017534,103.9195838
9900,659A,CHOA CHU KANG CRES,2,1998,N,N,N,N,Y,N,0,659A CHOA CHU KANG CRES,1.401070316,103.7490642
9902,659A,PUNGGOL EAST,18,2017,Y,N,N,Y,N,N,102,659A PUNGGOL EAST,1.400572779,103.919657
9904,659B,PUNGGOL EAST,18,2017,Y,N,N,N,N,N,118,659B PUNGGOL EAST,1.400745483,103.9191473
9906,659C,PUNGGOL EAST,19,2017,Y,N,N,Y,N,N,122,659C PUNGGOL EAST,1.401225388,103.9191286
9908,659D,PUNGGOL EAST,1,2018,N,N,N,N,N,Y,0,659D PUNGGOL EAST,1.400927834,103.9188814
9912,66,ENG WATT ST,3,1937,Y,Y,N,N,N,N,38,66 ENG WATT ST,1.283810452,103.8327599
9917,66,YUNG KUANG RD,21,1973,Y,Y,N,N,N,N,114,66 YUNG KUANG RD,1.332059531,103.7229185
9918,66A,CIRCUIT RD,5,1998,N,N,N,N,Y,N,0,66A CIRCUIT RD,1.326262221,103.8880026
9920,660,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,0,660 EDGEDALE PLAINS,1.402857184,103.9167749
9923,660,JURONG WEST ST 64,5,1999,N,N,N,N,Y,N,0,660 JURONG WEST ST 64,1.335323816,103.7041309
9926,660A,CHOA CHU KANG CRES,2,1998,N,N,N,N,Y,N,0,660A CHOA CHU KANG CRES,1.400911079,103.7495758
9927,660A,EDGEDALE PLAINS,2,2017,N,Y,N,N,N,N,0,660A EDGEDALE PLAINS,1.402621973,103.9165196
9928,660A,JLN TENAGA,5,1994,N,N,N,N,Y,N,0,660A JLN TENAGA,1.334405458,103.9074033
9933,660E,JURONG WEST ST 64,1,2000,N,N,N,N,N,Y,0,660E JURONG WEST ST 64,1.336290616,103.7038265
9936,661,EDGEDALE PLAINS,7,2016,N,N,N,N,Y,N,0,661 EDGEDALE PLAINS,1.402362738,103.9176456
9939,661,JURONG WEST ST 64,1,2000,N,N,N,N,N,Y,0,661 JURONG WEST ST 64,1.335334467,103.7049508
9942,661A,CHOA CHU KANG CRES,3,1998,N,N,N,N,Y,N,0,661A CHOA CHU KANG CRES,1.400700937,103.7502287
9945,661A,WOODLANDS RING RD,5,1996,N,N,N,N,Y,N,0,661A WOODLANDS RING RD,1.43585568,103.7985399
9946,661B,EDGEDALE PLAINS,19,2016,Y,N,N,Y,N,N,116,661B EDGEDALE PLAINS,1.402485648,103.9167514
9948,661C,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,122,661C EDGEDALE PLAINS,1.402071587,103.91748
9953,662,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,0,662 EDGEDALE PLAINS,1.401879277,103.9183987
9956,662,JURONG WEST ST 64,1,2000,N,N,N,N,N,Y,0,662 JURONG WEST ST 64,1.33674694,103.7031787
9959,662A,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,135,662A EDGEDALE PLAINS,1.402004486,103.9183264
9961,662B,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,122,662B EDGEDALE PLAINS,1.401721537,103.918691
9963,662C,EDGEDALE PLAINS,19,2016,Y,N,N,N,N,N,85,662C EDGEDALE PLAINS,1.401391816,103.9185139
9965,662D,EDGEDALE PLAINS,19,2016,Y,N,N,Y,N,N,122,662D EDGEDALE PLAINS,1.40167256,103.9180028
9970,663,JURONG WEST ST 65,6,1998,N,N,N,N,Y,N,0,663 JURONG WEST ST 65,1.339232474,103.7017349
9971,663,PUNGGOL DR,7,2015,N,N,N,N,Y,N,0,663 PUNGGOL DR,1.399957587,103.9168076
9982,663E,JURONG WEST ST 64,1,1999,N,N,N,N,N,Y,0,663E JURONG WEST ST 64,1.33811999,103.7027526
9986,664,JURONG WEST ST 64,6,1998,N,N,N,N,Y,N,0,664 JURONG WEST ST 64,1.339517474,103.7031616
9996,664E,JURONG WEST ST 64,1,1999,N,N,N,N,N,Y,0,664E JURONG WEST ST 64,1.338986762,103.7025382
9997,665,BUFFALO RD,2,1980,N,Y,Y,N,Y,N,0,665 BUFFALO RD,1.306177054,103.8506113
10001,665,PUNGGOL DR,2,2015,N,N,N,N,Y,N,0,665 PUNGGOL DR,1.402100848,103.915113
10012,666,PUNGGOL DR,1,2015,N,N,N,N,N,Y,0,666 PUNGGOL DR,1.401276652,103.9148287
10020,666B,YISHUN AVE 4,13,2015,N,N,N,N,Y,N,0,666B YISHUN AVE 4,1.419582896,103.8399607
10024,667,JURONG WEST ST 65,5,1998,N,N,N,N,Y,N,0,667 JURONG WEST ST 65,1.34136633,103.7015422
10028,667A,WOODLANDS RING RD,5,1998,N,N,N,N,Y,N,0,667A WOODLANDS RING RD,1.438938722,103.7979078
10033,667E,JURONG WEST ST 65,1,1999,N,N,N,N,N,Y,0,667E JURONG WEST ST 65,1.342037802,103.7025098
10036,668,EDGEFIELD PLAINS,1,2016,N,N,N,N,N,Y,0,668 EDGEFIELD PLAINS,1.405107594,103.9130724
10040,668A,CHOA CHU KANG CRES,5,1998,N,Y,N,N,Y,N,0,668A CHOA CHU KANG CRES,1.401653864,103.7504806
10043,668A,WOODLANDS RING RD,1,1999,N,N,N,N,N,Y,0,668A WOODLANDS RING RD,1.43860167,103.7982518
10048,668E,JURONG WEST ST 64,1,1999,N,N,N,N,N,Y,0,668E JURONG WEST ST 64,1.341212799,103.7027295
10050,669,EDGEFIELD PLAINS,1,2016,N,N,N,N,N,Y,0,669 EDGEFIELD PLAINS,1.4052044,103.913815
10053,669,JURONG WEST ST 64,5,1998,N,N,N,N,Y,N,0,669 JURONG WEST ST 64,1.342505644,103.7030636
10055,669A,CHOA CHU KANG CRES,5,1997,N,N,N,N,Y,N,0,669A CHOA CHU KANG CRES,1.402249292,103.7482744
10066,67,SENG POH LANE,1,1937,N,Y,N,N,N,N,0,67 SENG POH LANE,1.283547231,103.8330936
10069,670,EDGEFIELD PLAINS,7,2015,N,N,N,Y,Y,N,0,670 EDGEFIELD PLAINS,1.405822427,103.9132458
10072,670,JURONG WEST ST 65,1,2001,N,N,N,N,N,Y,0,670 JURONG WEST ST 65,1.344402953,103.7024949
10080,671,EDGEFIELD PLAINS,2,2015,N,Y,N,N,N,N,0,671 EDGEFIELD PLAINS,1.40566048,103.9119913
10083,671,KLANG LANE,5,2000,N,N,N,N,Y,N,0,671 KLANG LANE,1.308932917,103.8524761
10085,671,YISHUN AVE 4,7,2016,N,N,N,Y,Y,Y,0,671 YISHUN AVE 4,1.419191163,103.8415813
10088,671A,JLN DAMAI,4,1995,N,N,N,N,Y,N,0,671A JLN DAMAI,1.332874437,103.909045
10091,671A,WOODLANDS DR 71,5,1998,N,N,N,N,Y,N,0,671A WOODLANDS DR 71,1.439503698,103.7992921
10092,671A,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,96,671A YISHUN AVE 4,1.41897568,103.8423334
10096,671B,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,120,671B YISHUN AVE 4,1.418783418,103.8427608
10099,672,EDGEFIELD PLAINS,8,2014,N,N,N,N,Y,N,0,672 EDGEFIELD PLAINS,1.40706369,103.9117556
10102,672,JURONG WEST ST 65,1,2001,N,N,N,N,N,Y,0,672 JURONG WEST ST 65,1.343984614,103.7006477
10103,672,KLANG LANE,1,2000,N,N,N,N,N,Y,0,672 KLANG LANE,1.308791938,103.8526488
10109,672A,WOODLANDS DR 71,1,1999,N,N,N,N,N,Y,0,672A WOODLANDS DR 71,1.439237851,103.7994117
10110,672A,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,180,672A YISHUN AVE 4,1.418752672,103.8413886
10114,672B,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,156,672B YISHUN AVE 4,1.418590807,103.8418239
10116,672C,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,144,672C YISHUN AVE 4,1.418360939,103.8426507
10119,673,EDGEFIELD PLAINS,1,2017,N,N,N,N,N,Y,0,673 EDGEFIELD PLAINS,1.406553869,103.9119673
10121,673,JURONG WEST ST 65,5,2000,N,N,N,N,Y,N,0,673 JURONG WEST ST 65,1.34432718,103.7006145
10123,673,YISHUN AVE 4,7,2017,N,N,N,N,Y,N,0,673 YISHUN AVE 4,1.419672647,103.8417167
10127,673A,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,143,673A YISHUN AVE 4,1.419999161,103.8419991
10128,673B,CHOA CHU KANG CRES,1,1998,N,Y,N,N,N,N,0,673B CHOA CHU KANG CRES,1.400973182,103.7479613
10131,673B,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,144,673B YISHUN AVE 4,1.420611271,103.8421833
10134,673C,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,144,673C YISHUN AVE 4,1.421048942,103.8422065
10135,673D,YISHUN AVE 4,1,2018,N,N,N,N,N,Y,0,673D YISHUN AVE 4,1.420294351,103.8420523
10137,674,EDGEFIELD PLAINS,1,2017,N,N,N,N,N,Y,0,674 EDGEFIELD PLAINS,1.407213715,103.9103675
10139,674,JURONG WEST ST 65,5,2000,N,N,N,N,Y,N,0,674 JURONG WEST ST 65,1.344762737,103.702601
10140,674,YISHUN AVE 4,8,2017,N,N,N,Y,Y,N,0,674 YISHUN AVE 4,1.420138821,103.8431038
10143,674A,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,144,674A YISHUN AVE 4,1.420642997,103.843114
10145,674B,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,144,674B YISHUN AVE 4,1.421072548,103.8431171
10146,674C,YISHUN AVE 4,1,2018,N,N,N,N,N,Y,0,674C YISHUN AVE 4,1.419741522,103.8432236
10149,675,JURONG WEST ST 64,6,2001,N,N,N,N,Y,N,0,675 JURONG WEST ST 64,1.345513844,103.7031615
10150,675,YISHUN AVE 4,2,2018,N,Y,N,Y,N,N,0,675 YISHUN AVE 4,1.420062937,103.8435614
10151,675A,CHOA CHU KANG CRES,5,1997,N,N,N,N,Y,N,0,675A CHOA CHU KANG CRES,1.401271391,103.7467215
10153,675A,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,144,675A YISHUN AVE 4,1.419458324,103.8430917
10155,675B,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,156,675B YISHUN AVE 4,1.418995085,103.8429494
10156,675C,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,131,675C YISHUN AVE 4,1.419428068,103.8421813
10157,675D,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,144,675D YISHUN AVE 4,1.419737575,103.8427031
10160,676,JURONG WEST ST 64,6,2001,N,N,N,N,Y,N,0,676 JURONG WEST ST 64,1.346357669,103.7046591
10161,676,PUNGGOL DR,3,2015,N,N,N,N,Y,N,0,676 PUNGGOL DR,1.405016416,103.9099911
10162,676,WOODLANDS DR 71,8,2017,N,Y,Y,Y,N,N,0,676 WOODLANDS DR 71,1.439916996,103.8007797
10163,676,YISHUN RING RD,7,2017,N,Y,N,N,Y,N,0,676 YISHUN RING RD,1.42162821,103.8418114
10167,676A,WOODLANDS DR 71,11,2017,Y,N,N,Y,N,N,52,676A WOODLANDS DR 71,1.439403332,103.8006613
10168,676A,YISHUN RING RD,13,2017,Y,N,N,N,N,N,96,676A YISHUN RING RD,1.421456445,103.8434664
10171,676B,WOODLANDS DR 71,11,2017,Y,N,N,Y,N,N,52,676B WOODLANDS DR 71,1.439567157,103.8010312
10172,676B,YISHUN RING RD,13,2017,Y,N,N,N,N,N,96,676B YISHUN RING RD,1.421538929,103.8430537
10174,676C,YISHUN RING RD,13,2017,Y,N,N,N,N,N,96,676C YISHUN RING RD,1.421485234,103.8424764
10178,677,JURONG WEST ST 64,1,2001,N,N,N,N,N,Y,0,677 JURONG WEST ST 64,1.345423631,103.7052475
10179,677,PUNGGOL DR,2,2015,N,N,N,N,Y,N,0,677 PUNGGOL DR,1.405842321,103.9098289
10180,677,RANGOON RD,5,1990,N,Y,N,N,N,N,0,677 RANGOON RD,1.312528969,103.8551379
10182,677,YISHUN RING RD,1,2017,N,N,N,N,N,Y,0,677 YISHUN RING RD,1.421783708,103.8432811
10185,677A,YISHUN RING RD,13,2017,Y,N,N,N,N,N,96,677A YISHUN RING RD,1.421976372,103.8433168
10188,677B,YISHUN RING RD,13,2017,Y,N,N,N,N,N,96,677B YISHUN RING RD,1.422099277,103.8426658
10191,677C,YISHUN RING RD,13,2017,Y,N,N,N,N,N,108,677C YISHUN RING RD,1.42203451,103.8420623
10195,678,JURONG WEST ST 64,1,2001,N,N,N,N,N,Y,0,678 JURONG WEST ST 64,1.345378503,103.7041552
10196,678,PERUMAL RD,6,1990,N,N,N,N,Y,N,0,678 PERUMAL RD,1.312658106,103.8553278
10197,678,PUNGGOL DR,2,2015,N,N,N,N,Y,N,0,678 PUNGGOL DR,1.406081647,103.9088785
10199,678A,CHOA CHU KANG CRES,7,1998,N,Y,N,N,Y,N,0,678A CHOA CHU KANG CRES,1.401559398,103.7447432
10202,678A,WOODLANDS AVE 6,9,1997,N,Y,Y,N,Y,N,0,678A WOODLANDS AVE 6,1.440363676,103.8015374
10203,678B,CHOA CHU KANG CRES,1,1998,N,N,N,N,N,Y,0,678B CHOA CHU KANG CRES,1.402476244,103.7449781
