,address,town,blk_no,street,max_floor_lvl,latitude,longitude
11082,189 PASIR RIS ST 12,PASIR RIS,189,PASIR RIS ST 12,13.0,1.36565825,103.9590877
11086,189A RIVERVALE DR,SENGKANG,189A,RIVERVALE DR,17.0,1.3955637,103.9040246
11092,189B RIVERVALE DR,SENGKANG,189B,RIVERVALE DR,16.0,1.3958997,103.9035773
11098,189C RIVERVALE DR,SENGKANG,189C,RIVERVALE DR,17.0,1.3954097,103.903411
11104,18A CIRCUIT RD,GEYLANG,18A,CIRCUIT RD,19.0,1.32937645,103.8880636
11112,18A HOLLAND DR,QUEENSTOWN,18A,HOLLAND DR,40.0,1.31104385,103.7919526
11121,18B CIRCUIT RD,GEYLANG,18B,CIRCUIT RD,19.0,1.3292654,103.88833
11128,18B HOLLAND DR,QUEENSTOWN,18B,HOLLAND DR,34.0,1.31095105,103.7916141
11137,18C CIRCUIT RD,GEYLANG,18C,CIRCUIT RD,19.0,1.32927185,103.8890562
11148,18C HOLLAND DR,QUEENSTOWN,18C,HOLLAND DR,40.0,1.31040465,103.7918536
11158,18D CIRCUIT RD,GEYLANG,18D,CIRCUIT RD,19.0,1.3294757,103.8892932
11167,18D HOLLAND DR,QUEENSTOWN,18D,HOLLAND DR,40.0,1.30995105,103.7925233
11175,19 BALAM RD,GEYLANG,19,BALAM RD,10.0,1.3314357,103.8874116
11179,19 BEDOK STH RD,BEDOK,19,BEDOK STH RD,25.0,1.3196398,103.9342641
11185,19 CANTONMENT CL,BUKIT MERAH,19,CANTONMENT CL,30.0,1.2738632,103.8390254
11192,19 CHAI CHEE RD,BEDOK,19,CHAI CHEE RD,10.0,1.3272561,103.9222044
11196,19 DOVER CRES,QUEENSTOWN,19,DOVER CRES,30.0,1.3073555,103.7845697
11202,19 EUNOS CRES,GEYLANG,19,EUNOS CRES,12.0,1.3242949,103.9033533
11206,19 GHIM MOH RD,QUEENSTOWN,19,GHIM MOH RD,14.0,1.31143285,103.7882794
11211,19 HOUGANG AVE 3,HOUGANG,19,HOUGANG AVE 3,12.0,1.36381345,103.89181770000002
11218,19 JLN MEMBINA,BUKIT MERAH,19,JLN MEMBINA,30.0,1.2856686,103.8262778
11224,19 JLN TENTERAM,KALLANG/WHAMPOA,19,JLN TENTERAM,28.0,1.327258,103.8597949
11231,19 JOO SENG RD,TOA PAYOH,19,JOO SENG RD,19.0,1.334662,103.8810241
11235,19 LIM LIAK ST,BUKIT MERAH,19,LIM LIAK ST,4.0,1.2855036,103.8325971
11237,19 MARINE TER,MARINE PARADE,19,MARINE TER,10.0,1.3045459,103.9150504
11245,19 MARSILING LANE,WOODLANDS,19,MARSILING LANE,4.0,1.4431625,103.77723799999997
11247,19 QUEEN'S CL,QUEENSTOWN,19,QUEEN'S CL,19.0,1.2924107,103.8002206
11253,19 ST. GEORGE'S RD,KALLANG/WHAMPOA,19,ST. GEORGE'S RD,4.0,1.3243953,103.8626479
11255,19 TECK WHYE LANE,CHOA CHU KANG,19,TECK WHYE LANE,12.0,1.37928375,103.75286439999999
11260,19 TOH YI DR,BUKIT TIMAH,19,TOH YI DR,4.0,1.339974,103.7736651
11263,190 BISHAN ST 13,BISHAN,190,BISHAN ST 13,21.0,1.3505309,103.85205
11269,190 BT BATOK WEST AVE 6,BUKIT BATOK,190,BT BATOK WEST AVE 6,25.0,1.3454674,103.7458714
11277,190 PASIR RIS ST 12,PASIR RIS,190,PASIR RIS ST 12,13.0,1.3655309,103.958738
11286,190 PUNGGOL CTRL,PUNGGOL,190,PUNGGOL CTRL,17.0,1.399347,103.9099529
11297,190A RIVERVALE DR,SENGKANG,190A,RIVERVALE DR,17.0,1.39506465,103.9031055
11306,190B RIVERVALE DR,SENGKANG,190B,RIVERVALE DR,17.0,1.3942802,103.9021269
11316,191 BISHAN ST 13,BISHAN,191,BISHAN ST 13,8.0,1.35043805,103.851219
11321,191 BT BATOK WEST AVE 6,BUKIT BATOK,191,BT BATOK WEST AVE 6,25.0,1.3456041,103.7453443
11329,191 LOR 4 TOA PAYOH,TOA PAYOH,191,LOR 4 TOA PAYOH,25.0,1.33188195,103.851014
11335,191 PASIR RIS ST 12,PASIR RIS,191,PASIR RIS ST 12,13.0,1.36601165,103.9588995
11348,191 PUNGGOL CTRL,PUNGGOL,191,PUNGGOL CTRL,14.0,1.39961815,103.9096977
11357,191A RIVERVALE DR,SENGKANG,191A,RIVERVALE DR,17.0,1.393735,103.9035243
11363,191B RIVERVALE DR,SENGKANG,191B,RIVERVALE DR,17.0,1.39454545,103.9040634
11366,192 BISHAN ST 13,BISHAN,192,BISHAN ST 13,26.0,1.34897375,103.8513119
11370,192 BT BATOK WEST AVE 6,BUKIT BATOK,192,BT BATOK WEST AVE 6,25.0,1.3456598,103.7447603
11379,192 PASIR RIS ST 12,PASIR RIS,192,PASIR RIS ST 12,13.0,1.3664084,103.9589922
11386,192 PUNGGOL CTRL,PUNGGOL,192,PUNGGOL CTRL,17.0,1.39988605,103.9094329
11396,192A RIVERVALE DR,SENGKANG,192A,RIVERVALE DR,17.0,1.39431045,103.9035607
11402,192B RIVERVALE DR,SENGKANG,192B,RIVERVALE DR,17.0,1.3942358,103.902992
11408,192C RIVERVALE DR,SENGKANG,192C,RIVERVALE DR,17.0,1.3942862,103.9030051
11412,193 BISHAN ST 13,BISHAN,193,BISHAN ST 13,12.0,1.3486769999999997,103.8509797
11417,193 BT BATOK WEST AVE 6,BUKIT BATOK,193,BT BATOK WEST AVE 6,21.0,1.3460204,103.7444773
11422,193 EDGEFIELD PLAINS,PUNGGOL,193,EDGEFIELD PLAINS,17.0,1.39993665,103.9090781
11433,193 LOR 4 TOA PAYOH,TOA PAYOH,193,LOR 4 TOA PAYOH,25.0,1.3315776,103.8512863
11439,193 PASIR RIS ST 12,PASIR RIS,193,PASIR RIS ST 12,13.0,1.3660339,103.9594177
11443,193 RIVERVALE DR,SENGKANG,193,RIVERVALE DR,17.0,1.3933984,103.901561
11454,194 BISHAN ST 13,BISHAN,194,BISHAN ST 13,25.0,1.3482804,103.8514542
11459,194 KIM KEAT AVE,TOA PAYOH,194,KIM KEAT AVE,12.0,1.330951,103.8582302
11463,194 PASIR RIS ST 12,PASIR RIS,194,PASIR RIS ST 12,13.0,1.3661589,103.9598343
11472,194 RIVERVALE DR,SENGKANG,194,RIVERVALE DR,17.0,1.39283815,103.9015359
11484,194A BT BATOK WEST AVE 6,BUKIT BATOK,194A,BT BATOK WEST AVE 6,36.0,1.344680501,103.7455139
11492,194B BT BATOK WEST AVE 6,BUKIT BATOK,194B,BT BATOK WEST AVE 6,36.0,1.345132839,103.744862
11500,195 BISHAN ST 13,BISHAN,195,BISHAN ST 13,12.0,1.3483952,103.8508313
11507,195 KIM KEAT AVE,TOA PAYOH,195,KIM KEAT AVE,12.0,1.3304386499999998,103.8588903
11511,195 PASIR RIS ST 12,PASIR RIS,195,PASIR RIS ST 12,12.0,1.36649035,103.9601408
11515,195 RIVERVALE DR,SENGKANG,195,RIVERVALE DR,17.0,1.39327485,103.9026637
11526,195A PUNGGOL RD,PUNGGOL,195A,PUNGGOL RD,16.0,1.40154095,103.9061403
11532,195B PUNGGOL RD,PUNGGOL,195B,PUNGGOL RD,16.0,1.4013896,103.90647080000001
11538,195C PUNGGOL RD,PUNGGOL,195C,PUNGGOL RD,16.0,1.40113055,103.9068232
11544,195D PUNGGOL RD,PUNGGOL,195D,PUNGGOL RD,16.0,1.4015426000000002,103.907023
11550,195E PUNGGOL RD,PUNGGOL,195E,PUNGGOL RD,16.0,1.4017909,103.9072169
11556,196 BISHAN ST 13,BISHAN,196,BISHAN ST 13,8.0,1.3481189,103.8504876
11562,196 PASIR RIS ST 12,PASIR RIS,196,PASIR RIS ST 12,12.0,1.36617185,103.9602994
11568,196 RIVERVALE DR,SENGKANG,196,RIVERVALE DR,17.0,1.39284125,103.9031401
11580,196A BOON LAY DR,JURONG WEST,196A,BOON LAY DR,17.0,1.3429782,103.7138351
11588,196A PUNGGOL FIELD,PUNGGOL,196A,PUNGGOL FIELD,17.0,1.39931365,103.9068058
11596,196B BOON LAY DR,JURONG WEST,196B,BOON LAY DR,17.0,1.342859,103.7140754
11607,196B PUNGGOL FIELD,PUNGGOL,196B,PUNGGOL FIELD,17.0,1.39902955,103.90719110000002
11617,196C PUNGGOL FIELD,PUNGGOL,196C,PUNGGOL FIELD,17.0,1.3994079,103.9075243
11623,196D PUNGGOL FIELD,PUNGGOL,196D,PUNGGOL FIELD,15.0,1.3997072,103.9072645
11631,197 BISHAN ST 13,BISHAN,197,BISHAN ST 13,8.0,1.3486695,103.8504007
11636,197 PASIR RIS ST 12,PASIR RIS,197,PASIR RIS ST 12,12.0,1.36646145,103.9607956
11643,197 RIVERVALE DR,SENGKANG,197,RIVERVALE DR,17.0,1.39256295,103.9035564
11654,197A BOON LAY DR,JURONG WEST,197A,BOON LAY DR,17.0,1.34423255,103.7137956
11666,197A PUNGGOL FIELD,PUNGGOL,197A,PUNGGOL FIELD,15.0,1.3998536,103.906949
11671,197B BOON LAY DR,JURONG WEST,197B,BOON LAY DR,17.0,1.34391305,103.7134392
11681,197B PUNGGOL FIELD,PUNGGOL,197B,PUNGGOL FIELD,15.0,1.40010575,103.9064887
11686,197C BOON LAY DR,JURONG WEST,197C,BOON LAY DR,17.0,1.34346565,103.7136829
11696,197D BOON LAY DR,JURONG WEST,197D,BOON LAY DR,17.0,1.34347875,103.7140094
11704,198 BOON LAY DR,JURONG WEST,198,BOON LAY DR,15.0,1.3444039,103.714373
11709,198 PASIR RIS ST 12,PASIR RIS,198,PASIR RIS ST 12,12.0,1.36694885,103.9603233
11713,199 BOON LAY DR,JURONG WEST,199,BOON LAY DR,15.0,1.3437218,103.7145304
11716,199 PASIR RIS ST 12,PASIR RIS,199,PASIR RIS ST 12,13.0,1.3671693,103.9595411
11722,199 TOA PAYOH NTH,TOA PAYOH,199,TOA PAYOH NTH,12.0,1.34197345,103.85068449999999
11727,199A PUNGGOL FIELD,PUNGGOL,199A,PUNGGOL FIELD,17.0,1.399799,103.9061749
11735,199B PUNGGOL FIELD,PUNGGOL,199B,PUNGGOL FIELD,17.0,1.4000849000000002,103.90578520000001
11744,199C PUNGGOL FIELD,PUNGGOL,199C,PUNGGOL FIELD,17.0,1.4006731,103.9058532
11750,199D PUNGGOL FIELD,PUNGGOL,199D,PUNGGOL FIELD,15.0,1.4004765,103.9062718
11755,1A CANTONMENT RD,CENTRAL AREA,1A,CANTONMENT RD,50.0,1.2778303,103.8409528
11764,1B CANTONMENT RD,CENTRAL AREA,1B,CANTONMENT RD,50.0,1.27779165,103.84140359999999
11773,1C CANTONMENT RD,CENTRAL AREA,1C,CANTONMENT RD,50.0,1.27743925,103.8416672
11782,1D CANTONMENT RD,CENTRAL AREA,1D,CANTONMENT RD,50.0,1.2769187,103.841496
11791,1E CANTONMENT RD,CENTRAL AREA,1E,CANTONMENT RD,50.0,1.2766102,103.8411596
11801,1F CANTONMENT RD,CENTRAL AREA,1F,CANTONMENT RD,50.0,1.2759757,103.84120939999998
11811,1G CANTONMENT RD,CENTRAL AREA,1G,CANTONMENT RD,50.0,1.27556565,103.84130749999998
11821,2 BEACH RD,KALLANG/WHAMPOA,2,BEACH RD,16.0,1.3038619,103.8649343
11828,2 BEDOK STH AVE 1,BEDOK,2,BEDOK STH AVE 1,14.0,1.3212585000000001,103.93321909999999
11833,2 CHAI CHEE RD,BEDOK,2,CHAI CHEE RD,12.0,1.3269335,103.9226628
11841,2 DELTA AVE,BUKIT MERAH,2,DELTA AVE,25.0,1.2921536,103.826064
11846,2 DOVER RD,QUEENSTOWN,2,DOVER RD,12.0,1.3031273,103.78291080000001
11852,2 EVERTON PK,BUKIT MERAH,2,EVERTON PK,12.0,1.27739775,103.8394733
11858,2 GHIM MOH RD,QUEENSTOWN,2,GHIM MOH RD,15.0,1.3084725,103.7866606
11864,2 HAIG RD,GEYLANG,2,HAIG RD,13.0,1.3122585,103.8977439
11868,2 HOLLAND AVE,QUEENSTOWN,2,HOLLAND AVE,22.0,1.3069607,103.7937656
11881,2 HOUGANG AVE 3,HOUGANG,2,HOUGANG AVE 3,13.0,1.363147,103.8931895
11886,2 JLN BATU,KALLANG/WHAMPOA,2,JLN BATU,10.0,1.3031369999999998,103.8838713
11890,2 JLN BT MERAH,BUKIT MERAH,2,JLN BT MERAH,14.0,1.2867153,103.8068198
11895,2 LOR 7 TOA PAYOH,TOA PAYOH,2,LOR 7 TOA PAYOH,11.0,1.33880335,103.8536602
11899,2 LOR LEW LIAN,SERANGOON,2,LOR LEW LIAN,14.0,1.35047825,103.8754569
11905,2 MARINE TER,MARINE PARADE,2,MARINE TER,25.0,1.30445565,103.91816869999998
11910,2 MARSILING DR,WOODLANDS,2,MARSILING DR,13.0,1.4399046999999998,103.7766987
11915,2 QUEEN'S RD,BUKIT TIMAH,2,QUEEN'S RD,12.0,1.317798,103.8072476
11921,2 ST. GEORGE'S RD,KALLANG/WHAMPOA,2,ST. GEORGE'S RD,14.0,1.323432,103.8607194
11927,2 TECK WHYE AVE,CHOA CHU KANG,2,TECK WHYE AVE,13.0,1.38207835,103.7514741
11937,2 TG PAGAR PLAZA,CENTRAL AREA,2,TG PAGAR PLAZA,18.0,1.27526835,103.8426017
11943,2 TOH YI DR,BUKIT TIMAH,2,TOH YI DR,15.0,1.3390216,103.77544140000002
11948,2 UPP ALJUNIED LANE,TOA PAYOH,2,UPP ALJUNIED LANE,10.0,1.3345006,103.8793014
11952,20 BALAM RD,GEYLANG,20,BALAM RD,10.0,1.3308788,103.8875279
11956,20 BEDOK STH RD,BEDOK,20,BEDOK STH RD,25.0,1.3199618,103.9337057
11961,20 CHAI CHEE RD,BEDOK,20,CHAI CHEE RD,12.0,1.32368625,103.91978010000001
11965,20 DOVER CRES,QUEENSTOWN,20,DOVER CRES,16.0,1.3066996,103.78354090000002
11971,20 EUNOS CRES,GEYLANG,20,EUNOS CRES,12.0,1.3246651,103.90338549999998
11975,20 HOLLAND DR,QUEENSTOWN,20,HOLLAND DR,25.0,1.310491,103.7922408
11980,20 HOUGANG AVE 3,HOUGANG,20,HOUGANG AVE 3,12.0,1.3638447,103.8908337
11987,20 JLN KLINIK,BUKIT MERAH,20,JLN KLINIK,10.0,1.2881626,103.8290664
11989,20 JLN MEMBINA,BUKIT MERAH,20,JLN MEMBINA,30.0,1.2857242,103.8257099
11997,20 JOO SENG RD,TOA PAYOH,20,JOO SENG RD,11.0,1.3342543000000002,103.8815316
12000,20 LOR 7 TOA PAYOH,TOA PAYOH,20,LOR 7 TOA PAYOH,11.0,1.3349978,103.85721229999999
12004,20 MARINE TER,MARINE PARADE,20,MARINE TER,10.0,1.30373745,103.9150625
12011,20 QUEEN'S CL,QUEENSTOWN,20,QUEEN'S CL,18.0,1.2928695,103.8001062
12018,20 ST. GEORGE'S RD,KALLANG/WHAMPOA,20,ST. GEORGE'S RD,12.0,1.3247379,103.8629074
12025,20 TEBAN GDNS RD,JURONG EAST,20,TEBAN GDNS RD,40.0,1.3238258,103.7386477
12035,20 TECK WHYE LANE,CHOA CHU KANG,20,TECK WHYE LANE,12.0,1.3786904,103.7529326
12038,20 TELOK BLANGAH CRES,BUKIT MERAH,20,TELOK BLANGAH CRES,16.0,1.2769083000000003,103.8218071
12045,20 TIONG BAHRU RD,BUKIT MERAH,20,TIONG BAHRU RD,4.0,1.28575365,103.83214749999999
12047,200 BOON LAY DR,JURONG WEST,200,BOON LAY DR,15.0,1.3429975,103.71473859999999
12052,200 TOA PAYOH NTH,TOA PAYOH,200,TOA PAYOH NTH,12.0,1.34132035,103.85109190000001
12056,200A SENGKANG EAST RD,SENGKANG,200A,SENGKANG EAST RD,16.0,1.3872539,103.8920425
12066,200B SENGKANG EAST RD,SENGKANG,200B,SENGKANG EAST RD,16.0,1.3870759,103.8926245
12076,200D SENGKANG EAST RD,SENGKANG,200D,SENGKANG EAST RD,16.0,1.387193,103.8933696
12086,201 ANG MO KIO AVE 3,ANG MO KIO,201,ANG MO KIO AVE 3,10.0,1.3688386,103.84459849999999
12092,201 BEDOK NTH ST 1,BEDOK,201,BEDOK NTH ST 1,12.0,1.3260292000000002,103.92822049999998
12097,201 BISHAN ST 23,BISHAN,201,BISHAN ST 23,9.0,1.355151,103.8469227
12100,201 BOON LAY DR,JURONG WEST,201,BOON LAY DR,10.0,1.34327115,103.7154609
12103,201 BT BATOK ST 21,BUKIT BATOK,201,BT BATOK ST 21,25.0,1.3459292,103.7479007
12110,201 CHOA CHU KANG AVE 1,CHOA CHU KANG,201,CHOA CHU KANG AVE 1,4.0,1.3820877,103.7495195
12111,201 CLEMENTI AVE 6,CLEMENTI,201,CLEMENTI AVE 6,17.0,1.3204454,103.763334
12118,201 HOUGANG ST 21,HOUGANG,201,HOUGANG ST 21,4.0,1.3578054,103.8836489
12120,201 JURONG EAST ST 21,JURONG EAST,201,JURONG EAST ST 21,25.0,1.3363894,103.7430668
12124,201 MARSILING DR,WOODLANDS,201,MARSILING DR,14.0,1.4427403,103.7754483
12129,201 PETIR RD,BUKIT PANJANG,201,PETIR RD,16.0,1.3719530000000002,103.775399
12136,201 SERANGOON CTRL,SERANGOON,201,SERANGOON CTRL,12.0,1.35115945,103.873748
12142,201 TOA PAYOH NTH,TOA PAYOH,201,TOA PAYOH NTH,12.0,1.3414350499999999,103.8500891
12146,201 YISHUN ST 21,YISHUN,201,YISHUN ST 21,10.0,1.430742,103.8381483
12153,201A COMPASSVALE DR,SENGKANG,201A,COMPASSVALE DR,16.0,1.38879915,103.8925161
12163,201A PUNGGOL FIELD,PUNGGOL,201A,PUNGGOL FIELD,16.0,1.4008806,103.9035672
12170,201A TAMPINES ST 21,TAMPINES,201A,TAMPINES ST 21,4.0,1.3532357,103.9526107
12172,201B COMPASSVALE DR,SENGKANG,201B,COMPASSVALE DR,16.0,1.38850465,103.8940006
12183,201B PUNGGOL FIELD,PUNGGOL,201B,PUNGGOL FIELD,16.0,1.39996255,103.9038764
12191,201B TAMPINES ST 21,TAMPINES,201B,TAMPINES ST 21,4.0,1.3532796,103.9530842
12193,201C COMPASSVALE DR,SENGKANG,201C,COMPASSVALE DR,16.0,1.3879626,103.8934091
12203,201C PUNGGOL FIELD,PUNGGOL,201C,PUNGGOL FIELD,16.0,1.39945685,103.9037401
12212,201D COMPASSVALE DR,SENGKANG,201D,COMPASSVALE DR,16.0,1.38739895,103.8935719
12220,201D PUNGGOL FIELD,PUNGGOL,201D,PUNGGOL FIELD,16.0,1.3996364,103.9032189
12230,201D TAMPINES ST 21,TAMPINES,201D,TAMPINES ST 21,4.0,1.3523460499999997,103.9535005
12232,201E TAMPINES ST 23,TAMPINES,201E,TAMPINES ST 23,4.0,1.3530736,103.9542322
12234,202 ANG MO KIO AVE 3,ANG MO KIO,202,ANG MO KIO AVE 3,10.0,1.3684773,103.8445304
12241,202 BEDOK NTH ST 1,BEDOK,202,BEDOK NTH ST 1,12.0,1.3255953,103.92797139999999
12246,202 BOON LAY DR,JURONG WEST,202,BOON LAY DR,20.0,1.34377645,103.7151446
12250,202 BT BATOK ST 21,BUKIT BATOK,202,BT BATOK ST 21,25.0,1.3466859,103.7484317
12259,202 CHOA CHU KANG AVE 1,CHOA CHU KANG,202,CHOA CHU KANG AVE 1,11.0,1.3819332,103.7492424
12263,202 CLEMENTI AVE 6,CLEMENTI,202,CLEMENTI AVE 6,13.0,1.3206727,103.7627721
12268,202 COMPASSVALE DR,SENGKANG,202,COMPASSVALE DR,16.0,1.3881348000000002,103.892783
12274,202 JURONG EAST ST 21,JURONG EAST,202,JURONG EAST ST 21,4.0,1.3367394,103.7429568
12276,202 MARSILING DR,WOODLANDS,202,MARSILING DR,14.0,1.44298035,103.7749792
12286,202 PETIR RD,BUKIT PANJANG,202,PETIR RD,16.0,1.3724072,103.7751022
12292,202 SERANGOON CTRL,SERANGOON,202,SERANGOON CTRL,12.0,1.3514529,103.8735876
12298,202 TAMPINES ST 21,TAMPINES,202,TAMPINES ST 21,11.0,1.35342775,103.9522624
12305,202 TOA PAYOH NTH,TOA PAYOH,202,TOA PAYOH NTH,20.0,1.3408301,103.8497406
12311,202 YISHUN ST 21,YISHUN,202,YISHUN ST 21,12.0,1.4307065,103.8372002
12319,202A COMPASSVALE DR,SENGKANG,202A,COMPASSVALE DR,15.0,1.3883285500000002,103.89306569999998
12324,202A PUNGGOL FIELD,PUNGGOL,202A,PUNGGOL FIELD,16.0,1.39971385,103.9044891
12333,202B PUNGGOL FIELD,PUNGGOL,202B,PUNGGOL FIELD,16.0,1.3992315,103.9041176
12344,202B SENGKANG EAST RD,SENGKANG,202B,SENGKANG EAST RD,15.0,1.3867751,103.89251099999998
12349,202C SENGKANG EAST RD,SENGKANG,202C,SENGKANG EAST RD,16.0,1.3876593,103.8928937
12361,203 BEDOK NTH ST 1,BEDOK,203,BEDOK NTH ST 1,4.0,1.32572745,103.9292675
12363,203 BISHAN ST 23,BISHAN,203,BISHAN ST 23,13.0,1.3546121,103.8473502
12369,203 BOON LAY DR,JURONG WEST,203,BOON LAY DR,10.0,1.34412095,103.7156721
12373,203 BT BATOK ST 21,BUKIT BATOK,203,BT BATOK ST 21,25.0,1.3474059,103.7489856
12380,203 CHOA CHU KANG AVE 1,CHOA CHU KANG,203,CHOA CHU KANG AVE 1,11.0,1.38130835,103.7494575
12384,203 CLEMENTI AVE 6,CLEMENTI,203,CLEMENTI AVE 6,4.0,1.3207766,103.7623061
12385,203 JURONG EAST ST 21,JURONG EAST,203,JURONG EAST ST 21,25.0,1.3370128,103.7426747
12391,203 MARSILING DR,WOODLANDS,203,MARSILING DR,12.0,1.44376595,103.774428
12399,203 PASIR RIS ST 21,PASIR RIS,203,PASIR RIS ST 21,12.0,1.3670647,103.9619871
12403,203 PETIR RD,BUKIT PANJANG,203,PETIR RD,10.0,1.3728285500000001,103.7756655
12411,203 SERANGOON CTRL,SERANGOON,203,SERANGOON CTRL,12.0,1.3517139,103.87300699999999
12418,203 TAMPINES ST 21,TAMPINES,203,TAMPINES ST 21,8.0,1.35244245,103.9526129
12423,203 TOA PAYOH NTH,TOA PAYOH,203,TOA PAYOH NTH,12.0,1.3420416,103.8491826
12428,203 YISHUN ST 21,YISHUN,203,YISHUN ST 21,12.0,1.4307547,103.8366061
12435,203A COMPASSVALE RD,SENGKANG,203A,COMPASSVALE RD,16.0,1.3865383,103.8953649
12446,203A PUNGGOL FIELD,PUNGGOL,203A,PUNGGOL FIELD,16.0,1.3987034,103.9038522
12455,203B COMPASSVALE RD,SENGKANG,203B,COMPASSVALE RD,16.0,1.3869385,103.8945616
12465,203B PUNGGOL FIELD,PUNGGOL,203B,PUNGGOL FIELD,16.0,1.398141,103.9036255
12476,203C COMPASSVALE RD,SENGKANG,203C,COMPASSVALE RD,16.0,1.3864872,103.8955084
12484,203D COMPASSVALE RD,SENGKANG,203D,COMPASSVALE RD,16.0,1.3873064,103.8955138
12490,203E COMPASSVALE RD,SENGKANG,203E,COMPASSVALE RD,16.0,1.38764675,103.8961616
12500,204 ANG MO KIO AVE 3,ANG MO KIO,204,ANG MO KIO AVE 3,11.0,1.3673825,103.8439232
12504,204 BEDOK NTH ST 1,BEDOK,204,BEDOK NTH ST 1,4.0,1.32624345,103.93004659999998
12506,204 BISHAN ST 23,BISHAN,204,BISHAN ST 23,16.0,1.35474475,103.847749
12512,204 BOON LAY DR,JURONG WEST,204,BOON LAY DR,20.0,1.344387,103.7151462
12515,204 BT BATOK ST 21,BUKIT BATOK,204,BT BATOK ST 21,13.0,1.3475205,103.7499261
12520,204 CHOA CHU KANG AVE 1,CHOA CHU KANG,204,CHOA CHU KANG AVE 1,19.0,1.38058065,103.7491496
12528,204 CLEMENTI AVE 6,CLEMENTI,204,CLEMENTI AVE 6,15.0,1.3210045,103.76322
12534,204 JURONG EAST ST 21,JURONG EAST,204,JURONG EAST ST 21,10.0,1.3374603,103.7416346
12540,204 MARSILING DR,WOODLANDS,204,MARSILING DR,14.0,1.4440636,103.77375540000001
12551,204 PASIR RIS ST 21,PASIR RIS,204,PASIR RIS ST 21,12.0,1.36676135,103.9625694
12555,204 PETIR RD,BUKIT PANJANG,204,PETIR RD,12.0,1.37285105,103.7752136
12562,204 SERANGOON CTRL,SERANGOON,204,SERANGOON CTRL,12.0,1.35276955,103.8729863
12570,204 TAMPINES ST 21,TAMPINES,204,TAMPINES ST 21,11.0,1.35216195,103.95170789999999
12576,204 TOA PAYOH NTH,TOA PAYOH,204,TOA PAYOH NTH,20.0,1.341448,103.8491331
12582,204 YISHUN ST 21,YISHUN,204,YISHUN ST 21,10.0,1.4307038,103.8359335
12589,204A COMPASSVALE DR,SENGKANG,204A,COMPASSVALE DR,16.0,1.3881428,103.8950473
12600,204A PUNGGOL FIELD,PUNGGOL,204A,PUNGGOL FIELD,16.0,1.3989093,103.9028858
12609,204B COMPASSVALE DR,SENGKANG,204B,COMPASSVALE DR,16.0,1.3873449,103.8944993
12619,204B PUNGGOL FIELD,PUNGGOL,204B,PUNGGOL FIELD,16.0,1.3987095,103.9032995
12627,204C COMPASSVALE DR,SENGKANG,204C,COMPASSVALE DR,16.0,1.3875956,103.8947533
12635,204C PUNGGOL FIELD,PUNGGOL,204C,PUNGGOL FIELD,16.0,1.398198,103.9030299
12647,204D COMPASSVALE DR,SENGKANG,204D,COMPASSVALE DR,16.0,1.3875964,103.8953314
12653,204D PUNGGOL FIELD,PUNGGOL,204D,PUNGGOL FIELD,16.0,1.3984219,103.9026323
12658,205 ANG MO KIO AVE 1,ANG MO KIO,205,ANG MO KIO AVE 1,11.0,1.3669534,103.84361510000001
12662,205 BEDOK NTH ST 1,BEDOK,205,BEDOK NTH ST 1,4.0,1.32600805,103.9311164
12664,205 BISHAN ST 23,BISHAN,205,BISHAN ST 23,16.0,1.35542555,103.847593
12667,205 BOON LAY DR,JURONG WEST,205,BOON LAY DR,10.0,1.34484425,103.7157767
12669,205 BT BATOK ST 21,BUKIT BATOK,205,BT BATOK ST 21,13.0,1.3471008,103.7499088
12678,205 CHOA CHU KANG CTRL,CHOA CHU KANG,205,CHOA CHU KANG CTRL,12.0,1.38090755,103.7485451
12686,205 CLEMENTI AVE 6,CLEMENTI,205,CLEMENTI AVE 6,13.0,1.3210729,103.7624603
12691,205 JURONG EAST ST 21,JURONG EAST,205,JURONG EAST ST 21,10.0,1.33753185,103.7430352
12697,205 MARSILING DR,WOODLANDS,205,MARSILING DR,14.0,1.4448975,103.77341490000002
12702,205 PASIR RIS ST 21,PASIR RIS,205,PASIR RIS ST 21,12.0,1.3668003000000002,103.9632368
12706,205 PETIR RD,BUKIT PANJANG,205,PETIR RD,12.0,1.3734374,103.7739656
12713,205 SERANGOON CTRL,SERANGOON,205,SERANGOON CTRL,12.0,1.3529671,103.8736816
12723,205 TAMPINES ST 21,TAMPINES,205,TAMPINES ST 21,9.0,1.35183325,103.95228
12728,205 TOA PAYOH NTH,TOA PAYOH,205,TOA PAYOH NTH,12.0,1.3413463999999997,103.8597616
12733,205 YISHUN ST 21,YISHUN,205,YISHUN ST 21,12.0,1.4310627,103.8363562
12742,205A COMPASSVALE LANE,SENGKANG,205A,COMPASSVALE LANE,16.0,1.38573765,103.8973015
12749,205A PUNGGOL FIELD,PUNGGOL,205A,PUNGGOL FIELD,16.0,1.3986257,103.9022031
12760,205B COMPASSVALE LANE,SENGKANG,205B,COMPASSVALE LANE,11.0,1.38556465,103.8966363
12767,205C COMPASSVALE LANE,SENGKANG,205C,COMPASSVALE LANE,16.0,1.3859778,103.8967387
12776,206 BISHAN ST 23,BISHAN,206,BISHAN ST 23,13.0,1.3556258,103.847875
12782,206 BOON LAY DR,JURONG WEST,206,BOON LAY DR,20.0,1.3452649,103.7155255
